Date,AAPL,MSFT,NVDA,JPM,XOM,KO,JNJ,WMT,DIS,SPY
2022-06-22,132.6864,244.9117,16.3147,103.6233,76.822,54.3523,156.5891,38.3199,90.6542,354.8915
2022-06-23,135.549,250.4556,16.1801,102.4898,74.5049,55.0012,160.0819,39.2502,91.4298,358.3704
2022-06-24,138.8723,259.0086,17.0786,105.5486,75.9826,56.0322,162.4253,39.2819,94.8039,369.7643
2022-06-27,138.8723,256.2899,16.8223,104.7029,77.845,55.9167,162.2738,39.4089,93.6695,368.352
2022-06-28,134.7353,248.1529,15.9378,104.1991,80.0047,55.3567,157.6583,38.8533,93.0005,360.8255
2022-06-29,136.4901,251.8102,15.499,103.7313,77.0493,55.7567,157.7029,38.7104,92.7387,360.5317
2022-06-30,134.0295,248.4915,15.117,101.3112,74.8809,55.9167,158.1662,38.6025,91.5268,357.6025
2022-07-01,136.196,251.1522,14.4828,102.6067,76.5509,57.2233,159.9572,38.9358,93.2138,361.3847
2022-07-05,138.7742,254.3161,14.9226,102.2165,74.1552,56.2456,158.7276,39.4502,94.2222,362.0672
2022-07-06,140.1075,257.567,15.0881,101.5539,72.8174,56.3611,158.8701,39.7296,93.1556,363.29
2022-07-07,143.47,259.6859,15.8141,104.1225,75.1432,55.9167,159.0483,39.7899,94.4645,368.7311
2022-07-08,144.1464,258.97,15.7942,103.7957,75.2656,56.1211,158.8522,39.8153,92.9423,368.4278
2022-07-11,142.0191,255.9222,15.1101,102.4343,74.8809,55.9434,158.9147,39.8312,90.7899,364.2191
2022-07-12,142.9896,245.4341,15.0402,102.5341,73.8841,55.7034,156.6871,39.7106,90.7511,360.9962
2022-07-13,142.6269,244.515,15.122,101.572,74.1814,55.4456,156.3218,39.8058,90.1112,359.1003
2022-07-14,145.5483,245.8308,15.3294,98.0232,72.695,55.2678,156.5356,40.5837,89.0447,358.2281
2022-07-15,147.2148,248.3851,15.7184,102.516,73.9191,55.5523,158.8077,40.9806,92.3024,365.0722
2022-07-18,144.1758,245.9953,16.0564,101.4631,75.2831,54.7968,155.2436,40.8853,92.7872,362.0578
2022-07-19,148.0284,251.1038,16.945,103.9772,77.1805,55.5789,152.9804,41.1362,96.5782,371.8403
2022-07-20,150.0283,253.7549,17.7577,103.9591,78.0286,54.6634,152.1072,41.4791,100.2044,374.2101
2022-07-21,152.2928,256.2415,18.0,104.667,76.7258,54.539,152.6418,42.0855,101.0091,378.0207
2022-07-22,151.0577,251.9069,17.2711,104.1588,76.14,54.7434,153.3636,41.9776,99.5935,374.5134
2022-07-25,149.9401,250.4266,16.9769,104.5763,78.6757,55.2767,153.6665,41.9172,99.5645,374.9685
2022-07-26,148.6166,243.7216,16.4872,102.9426,78.3696,56.1833,154.7536,38.7295,96.743,370.5322
2022-07-27,153.7045,260.0148,17.7407,104.5944,80.0659,56.0056,154.3259,40.1932,100.3498,380.1535
2022-07-28,154.2535,267.4358,17.9342,104.2041,81.0015,56.9389,155.2169,41.1965,101.7072,384.9216
2022-07-29,159.312,271.6252,18.1127,104.7033,84.7525,57.0366,155.502,41.9268,102.8707,390.5333
2022-08-01,158.3316,268.9839,18.3899,103.6596,82.6103,57.3477,154.9585,42.0823,102.987,389.3769
2022-08-02,156.8611,265.8975,18.4747,102.044,82.2518,56.5655,154.0764,42.1268,101.523,386.8079
2022-08-03,162.8607,273.2991,18.8407,103.115,79.585,56.8144,155.5644,41.4346,105.7018,392.8652
2022-08-04,162.547,274.4408,19.1618,101.9805,76.2362,56.5922,153.0695,39.8693,104.8292,392.5998
2022-08-05,162.3212,273.7248,18.9364,105.0664,77.3379,56.3344,152.4636,40.19,103.3845,391.9362
2022-08-08,161.85,271.2189,17.7437,103.7866,77.775,55.97,151.6528,40.517,105.789,391.4811
2022-08-09,161.8991,273.1346,17.0387,104.7215,79.209,56.0411,151.635,40.9171,104.8389,389.9266
2022-08-10,166.14,279.7719,18.0469,107.4534,79.961,56.5744,152.0716,41.0028,109.008,398.1166
2022-08-11,165.4037,277.7014,17.8923,109.0418,82.2741,56.1922,148.9263,41.3982,114.1079,398.1166
2022-08-12,168.9476,282.4326,18.6572,110.8479,82.9892,56.6189,147.2868,42.1636,117.8698,404.8563
2022-08-15,170.0176,283.942,18.9793,111.1475,81.506,57.3299,147.9907,42.2847,120.4779,406.5247
2022-08-16,169.8606,283.2066,18.8267,112.2094,80.7467,57.801,149.3094,44.4436,121.1566,407.3209
2022-08-17,171.3527,282.4601,18.2842,111.2654,81.4,57.6677,149.3183,44.4915,119.0721,404.4298
2022-08-18,170.96,281.345,18.721,110.4032,83.3247,57.9699,148.5966,44.348,118.9363,405.6051
2022-08-19,168.3782,277.4472,17.7996,107.6713,83.0598,57.9254,150.8598,43.6942,116.4833,400.1546
2022-08-22,164.5005,269.3028,16.9868,105.8923,82.998,57.0633,150.3305,42.913,112.4112,391.8224
2022-08-23,164.1668,268.0326,17.1334,104.8485,86.5206,57.1255,149.0209,42.7312,111.364,390.8745
2022-08-24,164.4613,267.4024,17.1743,105.1027,87.0327,57.2055,148.5275,43.0405,112.8669,392.1258
2022-08-25,166.9155,270.3693,17.8634,107.5986,87.483,57.481,149.9179,43.3275,113.8849,397.6617
2022-08-26,160.6229,259.9365,16.215,104.0771,86.4059,56.0945,147.3525,41.9659,110.5981,384.2012
2022-08-29,158.4239,257.1635,15.7573,103.823,88.3923,55.7567,146.2133,42.374,110.0745,381.6607
2022-08-30,155.9992,254.9723,15.4252,103.8411,85.0286,55.2412,145.702,42.2465,109.008,377.4709
2022-08-31,154.3401,253.5179,15.0522,103.2239,84.3929,54.8501,144.7242,42.2688,108.6686,374.5987
2022-09-01,155.0666,252.4805,13.8984,103.9319,82.8744,55.1078,148.3123,42.8842,109.1049,375.7741
2022-09-02,152.956,248.2724,13.6092,103.2058,84.3929,54.3523,145.98,42.4123,107.8154,371.8119
2022-09-06,151.6994,245.5479,13.4277,103.233,83.8279,54.379,146.3747,42.2018,106.7392,370.409
2022-09-07,153.1032,250.2407,13.6801,105.1935,83.1128,55.3834,147.1731,43.2861,109.2601,377.0633
2022-09-08,151.6307,250.6576,13.9554,107.644,83.7926,55.2145,148.3571,43.5061,108.911,379.528
2022-09-09,154.4874,256.4169,14.3514,108.1614,85.1964,55.3923,148.6442,43.6368,111.6743,385.4239
2022-09-12,160.4364,258.5403,14.4691,109.4411,86.1763,55.5523,148.5814,44.0291,112.8475,389.5664
2022-09-13,151.022,244.3262,13.0985,105.6382,84.1634,53.7479,144.7152,43.1202,108.3584,372.6271
2022-09-14,152.4651,244.5492,13.0955,105.3931,86.2293,54.0324,147.7023,43.0246,109.0759,374.049
2022-09-15,149.579,237.9173,12.897,106.9815,83.722,53.2982,148.079,42.5622,107.3985,369.8023
2022-09-16,147.9396,237.2967,13.1654,106.2644,82.2917,53.3071,150.3395,42.4729,104.9552,366.9811
2022-09-19,151.6503,237.0834,13.3489,107.2447,82.2829,53.71,149.1555,42.8364,105.8472,369.8271
2022-09-20,154.026,235.0763,13.1434,105.1299,81.6119,53.6295,147.9804,42.5877,104.2959,365.582
2022-09-21,150.9043,231.6828,13.2282,102.0985,80.2965,53.1818,146.4644,42.9767,101.3097,359.2047
2022-09-22,149.9422,233.6511,12.5299,100.9367,79.961,53.0565,149.0658,42.5367,99.0506,356.1875
2022-09-23,147.6745,230.6841,12.4851,99.0579,75.7056,52.4655,149.5501,41.4748,96.4715,350.2197
2022-09-26,148.0083,230.2284,12.1978,96.925,74.1429,51.812,148.6351,41.8734,95.1335,346.7551
2022-09-27,148.9802,229.22,12.3823,96.0718,75.6967,50.478,147.9534,41.7586,92.9326,345.8699
2022-09-28,147.0953,233.7383,12.7045,98.0142,78.4513,51.0151,149.2272,42.4474,96.3746,352.6754
2022-09-29,139.8701,230.2769,12.1898,96.3532,78.2924,50.648,147.5857,42.1731,94.4839,345.3083
2022-09-30,135.6685,225.8168,12.109,94.8465,77.0828,50.1556,146.5362,41.36,91.4589,339.9686
2022-10-03,139.8407,233.4183,12.4811,97.7782,81.1528,50.7197,146.3927,42.2624,94.1737,348.9442
2022-10-04,143.4238,241.3108,13.1344,102.3526,84.1104,50.8361,148.5634,42.8109,98.3525,359.7568
2022-10-05,143.7184,241.621,13.1763,101.0889,87.5095,50.3526,148.106,42.3868,97.732,358.9191
2022-10-06,142.7661,239.2843,13.0975,99.0284,90.1051,49.2693,145.2355,41.9914,96.9951,355.2167
2022-10-07,137.5239,227.116,12.0461,97.0504,89.1957,48.8037,143.7016,40.9964,94.2028,345.3083
2022-10-10,137.8479,222.2778,11.6411,96.1439,87.2623,48.6963,143.89,41.2388,92.2636,342.6718
2022-10-11,136.4342,218.5546,11.5574,93.3692,86.5206,48.7769,145.9711,42.3071,90.2663,340.5016
2022-10-12,135.806,218.8842,11.4716,94.8801,86.9003,49.3678,145.9352,41.8287,90.5669,339.3785
2022-10-13,140.3708,227.116,11.9304,100.1548,89.9373,50.0213,148.1418,42.1827,93.6986,348.335
2022-10-14,135.8452,221.6088,11.1992,101.8215,87.5713,49.2245,147.5229,41.5927,91.5752,340.397
2022-10-17,139.8014,230.306,11.8586,106.098,88.8337,49.8602,149.4335,41.8925,94.3676,349.144
2022-10-18,141.1169,231.2465,11.9374,108.8269,88.9927,50.5317,148.9133,42.7758,95.4826,353.2465
2022-10-19,141.2249,229.2879,12.0212,106.6932,91.6324,50.1019,147.7292,42.6547,95.9771,350.7432
2022-10-20,140.7635,228.9679,12.1639,106.3452,91.756,49.314,148.106,42.7599,95.5892,347.8021
2022-10-21,144.5724,234.7564,12.4352,111.9313,93.46,50.1019,151.3352,43.6241,98.9342,356.2542
2022-10-24,146.7124,239.7304,12.5679,112.0686,94.1133,51.5434,153.3714,44.4564,98.624,360.6135
2022-10-25,149.5495,243.0366,13.2282,112.3616,93.4776,52.7789,153.1292,44.6668,101.1836,366.3719
2022-10-26,146.6143,224.2848,12.8641,113.6529,94.59,53.1729,154.4748,45.0081,101.4454,363.6116
2022-10-27,142.1476,219.8538,13.1434,114.1016,94.952,53.2982,154.5645,44.8773,101.2612,361.67
2022-10-28,152.8873,228.6965,13.7998,115.4569,97.733,54.3994,156.8608,45.4449,102.7252,370.2744
2022-10-31,150.5312,225.0702,13.4636,115.2737,97.8301,53.5847,156.0535,45.3875,103.2973,367.5997
2022-11-01,147.8905,221.2307,13.5095,117.3525,98.8013,53.3967,155.2641,45.1834,102.7737,365.9912
2022-11-02,142.3734,213.4061,13.1863,116.2719,96.7707,52.6536,152.8781,44.8837,98.7209,356.8062
2022-11-03,136.3361,207.734,13.3878,116.4825,98.0862,52.6267,153.1382,44.8741,96.2291,353.1322
2022-11-04,136.0706,214.6568,14.121,119.6693,99.1544,53.0565,153.8199,44.9538,96.5491,358.2149
2022-11-07,136.6016,220.9397,14.2656,120.3011,100.3286,53.2624,155.1655,45.4258,97.3732,361.6414
2022-11-08,137.1719,221.9093,14.5659,120.3744,100.6465,53.3609,155.9369,45.5342,96.8594,363.5927
2022-11-09,132.6191,217.682,13.7419,118.8085,96.1439,52.6178,154.69,44.4755,84.1096,356.1018
2022-11-10,144.4189,235.5902,15.7111,123.6986,97.5564,54.5069,156.502,45.3971,87.7067,375.6711
2022-11-11,147.2017,239.5946,16.2866,123.9,100.6023,54.9008,151.8196,45.4673,92.1182,379.3071
2022-11-14,145.8054,234.2037,16.2547,122.6272,100.896,54.3726,154.2057,44.1311,91.4104,376.0804
2022-11-15,147.536,234.6109,16.6248,121.7389,101.5724,54.283,154.6362,47.0171,92.603,379.288
2022-11-16,146.3068,235.0387,15.8707,121.9037,100.4866,54.1846,155.596,47.3551,91.0905,376.3945
2022-11-17,148.2047,234.9902,15.6382,121.3726,100.6201,54.3547,156.8518,47.1956,88.6665,375.2428
2022-11-18,148.7651,234.5429,15.3709,122.563,99.7479,54.7397,158.0538,47.9068,89.0059,376.9465
2022-11-21,145.5399,235.3499,15.2791,121.8396,98.7601,55.5812,158.8664,48.2001,94.61,375.5759
2022-11-22,147.6737,238.2474,15.9984,123.6619,101.6169,55.823,159.6338,48.3723,93.2817,380.6301
2022-11-23,148.5488,240.7269,16.4782,124.9806,101.1096,56.0737,159.8053,48.6051,95.8704,383.0287
2022-11-25,145.6382,240.6393,16.2298,125.2187,100.7536,56.1274,160.0129,48.8124,95.8607,382.943
2022-11-28,141.8131,235.0679,15.7879,123.0301,97.7277,56.1363,160.0942,48.9527,92.7775,376.8324
2022-11-29,138.814,233.6775,15.6003,125.0539,98.3774,55.9394,158.9747,48.7805,91.8079,376.1852
2022-11-30,145.5595,248.0776,16.8855,126.5374,99.0894,57.355,160.699,48.6051,94.8912,388.0352
2022-12-01,145.8349,247.64,17.097,124.7608,98.6088,57.5173,161.3671,48.9081,95.5892,387.7496
2022-12-02,145.3432,247.9609,16.8386,123.7718,97.7722,58.0222,161.4935,48.8602,96.4037,387.3023
2022-12-05,144.1829,243.2743,16.5732,120.3011,95.0934,57.2288,161.4033,48.3596,93.0102,380.3351
2022-12-06,140.525,238.3349,15.9516,120.5026,92.4502,57.2017,158.9837,47.7983,89.481,374.8526
2022-12-07,138.5879,237.6057,16.0843,120.4202,92.2455,57.2919,159.9498,47.5496,89.3452,374.2148
2022-12-08,140.2693,240.5518,17.1309,121.6839,92.9308,57.5353,159.9768,47.6232,89.7331,377.1464
2022-12-09,139.7875,238.6266,16.9633,121.0246,92.1476,56.9312,158.6587,46.5125,90.5378,374.3291
2022-12-12,142.0786,245.5204,17.4961,122.9019,94.417,57.6796,160.5546,47.38,91.7789,379.726
2022-12-13,143.0423,249.8083,18.0319,122.7828,95.4494,57.6976,161.7914,47.2103,91.8176,382.6004
2022-12-14,140.82,250.1,17.6348,122.1693,94.7463,57.6976,162.288,46.9478,91.2844,380.1542
2022-12-15,134.222,242.1172,16.9144,119.1382,93.8385,56.9042,160.2386,46.5285,87.7358,370.8549
2022-12-16,132.2652,237.9168,16.5343,118.3964,93.18,56.5796,158.5956,45.6931,87.3382,366.4766
2022-12-19,130.1609,233.7942,16.218,119.1015,93.5983,56.6607,158.424,45.7091,83.1691,363.369
2022-12-20,130.092,235.1068,16.0493,119.6785,94.951,56.6156,158.5956,46.1092,84.3714,363.8662
2022-12-21,133.1895,237.664,16.4644,121.0246,96.1702,57.5263,160.4102,46.4709,84.2744,369.3069
2022-12-22,130.0232,231.5967,15.305,119.651,94.2301,57.1115,159.8233,45.9267,84.032,364.0384
2022-12-23,129.6594,232.1217,15.1723,120.2188,96.7221,57.5443,160.2296,46.0196,85.3313,366.1324
2022-12-27,127.86,230.4008,14.0897,120.64,98.0659,57.896,160.1844,46.0324,83.7412,364.6885
2022-12-28,123.9365,228.038,14.0049,121.2993,96.4551,57.3189,159.4893,45.2257,81.6081,360.1563
2022-12-29,127.447,234.3387,14.5706,121.9953,97.1848,57.6616,160.3018,45.501,84.5265,366.6391
2022-12-30,127.7616,233.1816,14.5816,122.8011,98.1638,57.355,159.4803,45.3858,84.2356,365.6734
2023-01-03,122.9827,232.9482,14.2833,123.7352,94.7908,56.7599,160.8706,45.9652,86.262,364.134
2023-01-04,124.2512,222.7583,14.7163,124.889,95.0667,56.7328,162.622,46.0164,89.1804,366.9451
2023-01-05,122.9336,216.1563,14.2334,124.8614,97.1937,56.0836,161.4213,45.8595,89.1222,362.757
2023-01-06,127.4568,218.7038,14.8261,127.2506,98.3685,57.1656,162.7303,46.983,91.0614,371.0759
2023-01-09,127.9779,220.8332,15.5934,126.7248,96.5352,56.4533,158.5143,46.3973,91.8855,370.8655
2023-01-10,128.5482,222.5153,15.8737,127.8595,97.9769,56.0205,158.1351,46.3685,92.6515,373.4663
2023-01-11,131.2622,229.2437,15.9655,128.8097,99.1161,55.9123,157.8823,46.775,93.398,378.1899
2023-01-12,131.1835,231.9079,16.4744,128.6805,100.7625,55.191,157.0879,46.3525,96.7721,379.5668
2023-01-13,132.511,232.608,16.8615,131.9278,100.7002,55.3894,156.5732,46.5061,96.3746,381.0393
2023-01-17,133.6713,233.697,17.6628,129.889,100.5044,55.6148,155.6073,46.2244,96.8691,380.3412
2023-01-18,132.9535,229.2826,17.3385,125.9868,98.4397,53.9287,153.2599,45.0817,96.0255,374.3364
2023-01-19,133.0125,225.51,16.7278,124.3079,99.0716,53.8475,153.0523,44.4383,96.0643,371.6114
2023-01-20,135.5691,233.5706,17.7994,124.6123,100.8782,54.1721,152.3391,44.9857,100.3304,378.5341
2023-01-23,138.755,235.8652,19.1505,126.6326,100.3531,54.3074,151.9509,45.6579,102.4731,383.076
2023-01-24,140.1513,235.3401,19.2223,127.7211,101.2876,54.5959,151.9509,45.7795,102.7737,382.6649
2023-01-25,139.4925,233.9497,19.2802,128.3392,100.7536,54.9385,153.0342,45.5618,104.8292,382.8083
2023-01-26,141.5574,241.1352,19.7581,129.1325,104.803,54.8303,152.4745,45.5202,106.3611,387.0154
2023-01-27,143.4946,241.2907,20.3198,129.4462,102.8895,54.5418,151.8786,45.8691,106.2059,387.9047
2023-01-30,140.6135,235.9916,19.1195,128.3484,101.0651,54.677,146.2542,45.501,104.3153,383.0377
2023-01-31,141.8819,240.9504,19.4937,129.1141,103.2455,55.2902,147.5362,46.0516,105.1879,388.6697
2023-02-01,143.0029,245.7537,20.8966,128.7728,102.1153,55.2992,148.8904,46.3076,106.0605,392.8004
2023-02-02,148.303,257.2757,21.6609,128.1731,98.9203,54.3524,149.4501,45.9716,109.7642,398.5183
2023-02-03,151.9216,251.1987,21.0532,130.1565,99.6056,53.9467,148.6105,45.3602,107.3403,394.2824
2023-02-06,149.1978,249.6624,21.0422,130.9222,99.4365,54.2533,147.482,45.0305,106.5259,391.8729
2023-02-07,152.069,260.1538,22.1238,132.5181,102.2755,54.1631,147.5181,45.1265,108.2323,396.998
2023-02-08,149.3846,259.3467,22.1558,131.5864,101.3855,53.8475,147.7077,44.8833,108.3778,392.6569
2023-02-09,148.3522,256.3228,22.2875,129.5385,101.7682,53.7573,145.7125,45.2994,107.001,389.2529
2023-02-10,148.7165,255.8173,21.2179,130.1104,106.0579,53.7573,146.3896,46.0036,104.771,390.1613
2023-02-13,151.5134,263.8097,21.7397,131.5219,105.6453,54.641,146.9313,46.7046,104.3832,394.7414
2023-02-14,150.8733,264.6361,22.9201,132.103,104.4077,53.7303,146.2903,46.5701,104.3832,394.5598
2023-02-15,152.9709,262.5209,22.7135,132.6565,104.0938,53.7303,143.8798,46.9158,105.9151,395.841
2023-02-16,151.3755,255.5319,21.9532,130.83,103.7889,53.3967,142.8597,46.1796,102.6089,390.3907
2023-02-17,150.2331,251.5452,21.3406,131.2174,99.798,54.2082,145.8421,46.8742,102.0174,389.4155
2023-02-21,146.2249,246.2912,20.6092,128.8097,99.6994,53.9196,143.6689,47.1591,98.9827,381.6034
2023-02-22,146.6484,245.1606,20.708,127.8226,98.408,54.0819,143.4689,46.17,98.5852,381.0776
2023-02-23,147.131,248.3382,23.6115,128.8466,99.3138,54.1811,143.4234,45.4818,98.6337,383.1047
2023-02-24,144.4818,242.9283,23.2344,130.0089,99.3227,53.9557,141.8231,45.6035,97.2472,379.0121
2023-02-27,145.6735,243.8447,23.4489,131.1436,99.1434,53.9377,141.5139,45.2738,97.3926,380.303
2023-02-28,145.1712,243.1233,23.1645,132.2414,98.5694,53.6582,139.3588,45.4946,96.5782,378.8974
2023-03-01,143.1031,240.0528,22.6477,131.5034,99.4483,53.0721,138.7314,44.8608,95.5408,377.444
2023-03-02,143.694,244.7707,23.2623,130.1382,99.9057,53.8475,138.6223,44.9729,95.9092,380.3795
2023-03-03,148.7362,248.8451,23.837,132.5274,101.1702,53.595,140.0499,45.0273,98.0616,386.48
2023-03-06,151.4937,250.3852,23.5018,131.7525,102.067,54.4246,141.4502,45.0209,97.5962,386.7477
2023-03-07,149.2976,247.7339,23.2403,127.8779,100.094,54.109,140.1136,44.5728,96.0449,380.8193
2023-03-08,150.5483,247.2953,24.1315,127.1215,98.6322,54.136,139.0861,44.2046,96.2776,381.4409
2023-03-09,148.3029,245.9501,23.388,120.2396,97.8699,53.6131,137.5221,43.907,93.2138,374.4034
2023-03-10,146.2447,242.3142,22.918,123.2931,96.6592,53.3877,137.8585,43.8429,90.722,369.0009
2023-03-13,148.1847,247.5097,22.919,121.0791,95.5471,53.9287,139.177,43.971,89.7815,368.475
2023-03-14,150.2725,254.2063,24.0137,124.1879,95.9058,54.127,139.959,44.2046,90.5184,374.5659
2023-03-15,150.6665,258.7389,24.1784,118.3208,91.1348,54.4877,140.35,44.6976,90.2663,372.2233
2023-03-16,153.483,269.2273,25.4887,120.6178,90.6056,54.7875,140.059,44.4437,91.4201,378.754
2023-03-17,152.6459,272.3757,25.6723,116.0606,89.5384,54.5331,138.5587,44.8036,90.3633,374.3253
2023-03-20,155.0095,265.3575,25.847,117.2876,91.8791,55.0601,139.9317,45.2858,91.3522,377.9247
2023-03-21,156.8609,266.8683,26.1454,120.4333,95.9955,54.8057,139.9317,45.1315,93.6016,382.8871
2023-03-22,155.433,265.416,26.4138,117.3245,93.7983,54.5604,137.3493,44.8422,92.0115,376.3602
2023-03-23,156.5162,270.6504,27.1353,117.0108,92.7401,54.4423,137.4221,45.2054,92.9132,377.3776
2023-03-24,157.8162,273.4869,26.7242,115.2304,92.8477,55.3327,138.8042,45.575,91.2165,379.854
2023-03-27,155.8761,269.4026,26.4767,118.533,94.8835,55.7415,139.3952,46.3368,92.7096,380.5643
2023-03-28,155.2556,268.2817,26.3559,118.8927,96.0673,55.8051,138.0495,46.1568,91.934,379.71
2023-03-29,158.3283,273.4285,26.9287,119.1326,97.7174,56.2049,139.4043,46.356,93.9216,385.229
2023-03-30,159.8941,276.879,27.3269,118.7728,98.1927,56.1958,139.5134,46.8189,95.1142,387.4846
2023-03-31,162.3955,281.0217,27.7201,120.2119,98.3452,56.3594,140.9411,47.3909,97.0824,392.9461
2023-04-03,163.6463,279.9788,27.9077,120.0735,104.1476,56.6956,142.6232,47.7895,96.7236,394.4435
2023-04-04,163.1145,279.93,27.3968,118.4684,103.1522,56.5229,144.1145,47.3203,96.5394,392.255
2023-04-05,161.2729,277.1617,26.826,118.645,104.9189,57.059,150.5887,48.1045,96.8691,391.228
2023-04-06,162.1592,284.2384,26.9816,118.5149,103.1791,57.0953,150.1704,48.4676,96.9272,392.7541
2023-04-10,159.5692,282.0843,27.5225,118.9054,102.7217,56.959,149.4157,48.3744,97.7417,393.1573
2023-04-11,158.3578,275.6898,27.1134,119.4911,103.4481,56.8591,149.3702,48.233,97.3635,393.2629
2023-04-12,157.6684,276.3332,26.4408,119.4725,103.3405,56.959,149.052,47.9984,94.959,391.6599
2023-04-13,163.0455,282.5229,26.4088,119.9281,103.8248,57.377,151.0433,48.0466,97.7708,396.8622
2023-04-14,162.7009,278.9163,26.7032,128.9838,104.0759,57.2861,150.7978,47.722,96.8594,395.8928
2023-04-17,162.7205,281.5091,26.9467,130.0065,102.8652,57.6586,150.6432,48.0563,97.2472,397.3134
2023-04-18,163.9417,281.09,27.6103,131.4662,104.874,57.7495,146.4059,48.1623,97.858,397.5725
2023-04-19,165.0841,281.168,27.8738,131.2989,104.5422,57.8585,147.788,48.2137,95.7444,397.5054
2023-04-20,164.119,278.887,27.0485,130.9177,103.7082,58.1129,148.7428,48.5223,95.0851,395.3362
2023-04-21,162.5138,278.5459,27.0635,130.6667,104.04,58.1947,147.9335,48.7666,96.5394,395.6433
2023-04-24,162.819,274.6566,26.9866,130.8433,106.004,58.1039,148.8337,49.0976,96.6461,396.0559
2023-04-25,161.2827,268.4669,26.1873,127.9983,104.4974,58.013,150.1977,48.7151,95.0269,389.7691
2023-04-26,161.2729,287.9133,26.9008,125.7297,103.5378,57.7404,147.8699,48.503,93.6695,388.1182
2023-04-27,165.8523,297.1345,27.1703,127.4218,104.7754,57.8585,148.2154,48.6541,96.8885,395.8448
2023-04-28,167.103,299.5032,27.6922,128.5282,106.1296,58.2856,148.8519,48.5223,99.3802,399.2234
2023-05-01,167.0143,297.846,28.8508,131.2803,102.8383,58.4219,148.761,48.7215,99.0991,398.8203
2023-05-02,165.9803,297.6998,28.1522,129.1605,98.7398,58.1584,150.0613,48.5898,97.5381,394.3379
2023-05-03,164.9068,296.7154,27.7451,126.427,96.7937,57.8313,148.0972,48.4098,97.7901,391.6312
2023-05-04,163.272,297.6998,27.5056,124.6977,95.0987,57.8949,147.4243,48.5453,94.4839,388.8572
2023-05-05,170.9339,302.8075,28.6213,127.1336,97.4663,58.1674,147.9244,48.9647,97.4605,396.0559
2023-05-08,170.865,300.858,29.0913,127.4404,97.8519,58.0766,147.588,49.2712,99.8359,396.1615
2023-05-09,169.1612,299.2496,28.5125,126.8268,97.8789,57.595,146.4423,49.3551,99.07,394.4243
2023-05-10,170.924,304.4256,28.8259,126.8919,96.6233,57.695,146.9878,49.2164,98.0616,396.2672
2023-05-11,171.1112,302.2812,28.5195,126.4921,94.8745,58.0221,146.3877,49.4003,89.5004,395.5761
2023-05-12,170.1842,301.17,28.282,124.6791,94.8655,58.2492,146.1968,49.3841,89.1901,395.0577
2023-05-15,169.6911,301.6476,28.8937,125.7297,95.0465,58.0948,145.0783,49.0002,90.0336,396.4207
2023-05-16,169.6911,303.8701,29.1532,124.8836,92.7397,57.4406,144.8874,48.3227,88.2109,393.7716
2023-05-17,170.3025,306.7421,30.1162,128.7235,94.8203,57.377,144.5691,48.242,89.9464,398.5516
2023-05-18,172.6299,311.1576,31.6131,129.6997,95.6797,57.059,144.1054,48.8679,90.9062,402.3909
2023-05-19,172.7383,310.9817,31.2,129.4022,96.1229,57.0862,144.4964,48.3646,88.5696,401.8053
2023-05-22,171.7916,313.7561,31.1122,128.3329,94.956,55.8869,143.7176,47.9388,89.0253,401.9686
2023-05-23,169.1881,307.973,30.6252,126.9942,96.2496,55.787,143.6626,47.8484,87.0862,397.4573
2023-05-24,169.4642,306.5955,30.4755,125.832,97.3261,55.3145,143.5253,47.629,86.359,394.5779
2023-05-25,170.5983,318.3866,37.9022,126.1388,95.5802,54.8875,141.4639,47.1548,85.4573,397.9948
2023-05-26,173.0046,325.1954,38.8663,127.3196,94.956,54.7512,141.4089,47.2387,85.6027,403.1491
2023-05-30,174.8488,323.5543,40.0289,127.803,94.1147,54.3151,141.4272,47.1225,85.147,403.3027
2023-05-31,174.7994,320.7995,37.7565,126.176,92.4322,54.206,142.0594,47.3839,85.2828,401.0663
2023-06-01,177.6002,324.8925,39.6886,127.9146,93.4996,54.5149,141.583,47.5581,85.8936,404.8768
2023-06-02,178.4483,327.6474,39.2465,130.6016,95.6706,55.5689,143.8093,48.013,88.0072,410.7318
2023-06-05,177.0972,328.175,39.0908,129.3185,95.2455,55.1964,145.0461,48.3291,88.2302,409.9447
2023-06-06,176.7324,325.9672,38.5749,129.5509,96.0234,54.7966,144.9178,48.3227,89.3549,410.8374
2023-06-07,175.3616,315.9053,37.4021,130.8061,98.1764,54.7148,145.2293,48.3937,89.704,409.4169
2023-06-08,178.0735,317.7418,38.4351,130.8433,97.8688,54.8511,146.8234,49.0938,89.7137,411.8932
2023-06-09,178.4582,319.2365,38.6946,131.1036,97.1451,54.942,146.5944,49.3906,89.1319,412.6323
2023-06-12,181.249,324.1794,39.4052,131.0943,96.2677,54.7058,146.4936,49.7164,90.3051,416.3757
2023-06-13,180.7757,326.5631,40.9422,132.0427,96.2858,54.9238,147.2632,50.1036,90.9935,419.1207
2023-06-14,181.4068,329.5426,42.9134,131.5499,95.1279,55.2963,148.0144,50.6101,89.6361,419.6199
2023-06-15,183.4384,340.0539,42.5701,133.0375,95.7882,56.0562,150.0025,50.8876,90.1112,424.8222
2023-06-16,182.3634,334.4172,42.609,133.1956,95.1007,56.459,150.4606,50.1778,88.5405,423.3752
